customer_id,customer_name,city,segment,join_date,email
CST0044,Wati Nugroho,Depok,Regular,2022-10-09,customer44@email.com
CST0045,Ahmad Anggraini,Tangerang,VIP,2022-08-29,customer45@email.com
CST0046,Rendi Kusuma,Semarang,New,2022-05-22,customer46@email.com
CST0047,Fitri Purnama,Bandung,Regular,2022-08-08,customer47@email.com
CST0048,Rina Purnama,Surabaya,VIP,2023-07-10,customer48@email.com
CST0049,Rina Santoso,Tangerang,Regular,2023-03-07,customer49@email.com
CST0050,Bagus Anggraini,Palembang,New,2023-08-13,customer50@email.com
CST0051,Wati Santoso,Palembang,VIP,2022-11-02,customer51@email.com
CST0052,Rina Saputra,Palembang,Regular,2023-05-15,customer52@email.com
CST0053,Dimas Purnama,Medan,Wholesale,2022-01-30,customer53@email.com
CST0054,Rendi Nugroho,Palembang,Wholesale,2022-06-19,customer54@email.com
CST0055,Rizky Wulandari,Tangerang,New,2023-02-08,customer55@email.com
CST0056,Bagus Nugroho,Bogor,New,2022-03-27,customer56@email.com
CST0057,Rizky Permata,Palembang,Wholesale,2022-07-06,customer57@email.com
CST0058,Dimas Purnama,Jakarta,VIP,2022-08-05,customer58@email.com
CST0059,Rendi Kusuma,Tangerang,Wholesale,2022-10-12,customer59@email.com
CST0060,Dimas Permata,Palembang,New,2023-04-27,customer60@email.com
CST0061,Lestari Santoso,Jakarta,VIP,2022-08-18,customer61@email.com
CST0062,Siti Firmansyah,Surabaya,New,2022-09-11,customer62@email.com
CST0063,Budi Wulandari,Medan,Regular,2022-09-02,customer63@email.com
CST0064,Wati Nugroho,Bandung,New,2023-08-01,customer64@email.com
CST0065,Hendra Anggraini,Medan,VIP,2023-01-13,customer65@email.com
CST0066,Indah Wulandari,Bandung,New,2022-06-17,customer66@email.com
CST0067,Dewi Wulandari,Semarang,New,2022-11-16,customer67@email.com
CST0068,Fajar Purnama,Bogor,Regular,2022-03-19,customer68@email.com
CST0069,Fitri Rahayu,Bogor,VIP,2022-05-04,customer69@email.com
CST0070,Siti Kusuma,Bogor,Wholesale,2023-01-15,customer70@email.com
CST0071,Joko Nugroho,Surabaya,VIP,2022-01-13,customer71@email.com
CST0072,Wati Rahayu,Palembang,Wholesale,2023-01-06,customer72@email.com
CST0073,Rizky Purnama,Tangerang,Regular,2023-06-19,customer73@email.com
CST0074,Indah Firmansyah,Semarang,Wholesale,2023-04-22,customer74@email.com
CST0075,Bagus Wijaya,Palembang,VIP,2022-09-09,customer75@email.com
CST0076,Dimas Hakim,Surabaya,Wholesale,2022-09-07,customer76@email.com
CST0077,Bagus Wulandari,Tangerang,Wholesale,2022-12-11,customer77@email.com
CST0078,Wati Permata,Jakarta,VIP,2022-07-06,customer78@email.com
CST0079,Andi Kusuma,Tangerang,VIP,2022-12-15,customer79@email.com
CST0080,Indah Anggraini,Semarang,VIP,2023-07-24,customer80@email.com
CST0081,Joko Sari,Jakarta,New,2022-09-05,customer81@email.com
CST0082,Wati Saputra,Palembang,Regular,2023-05-03,customer82@email.com
CST0083,Hendra Firmansyah,Tangerang,New,2022-04-06,customer83@email.com
CST0084,Fitri Purnama,Semarang,Regular,2022-11-10,customer84@email.com
CST0085,Maya Hidayat,Bogor,VIP,2023-03-12,customer85@email.com
CST0086,Rendi Kusuma,Depok,Wholesale,2022-10-05,customer86@email.com
CST0087,Dimas Sari,Semarang,New,2022-07-17,customer87@email.com
CST0088,Dewi Anggraini,Makassar,Regular,2022-07-16,customer88@email.com
CST0089,Wati Wijaya,Medan,VIP,2022-04-13,customer89@email.com
CST0090,Ayu Sari,Medan,VIP,2022-07-03,customer90@email.com
CST0091,Budi Anggraini,Semarang,Regular,2022-10-08,customer91@email.com
CST0092,Siti Saputra,Jakarta,VIP,2022-05-10,customer92@email.com
CST0093,Dewi Permata,Tangerang,New,2023-08-11,customer93@email.com
CST0094,Wati Hidayat,Semarang,Wholesale,2022-12-15,customer94@email.com
CST0095,Siti Wijaya,Bandung,Wholesale,2022-04-27,customer95@email.com
CST0096,Fajar Hidayat,Surabaya,New,2023-08-14,customer96@email.com
CST0097,Rizky Pratama,Jakarta,VIP,2022-03-29,customer97@email.com
CST0098,Dewi Saputra,Medan,Wholesale,2022-08-20,customer98@email.com
CST0099,Fajar Hidayat,Depok,Wholesale,2022-11-01,customer99@email.com
CST0100,Rina Wijaya,Bogor,New,2022-04-12,customer100@email.com
CST0101,Andi Wijaya,Medan,New,2022-06-10,customer101@email.com
CST0102,Nurul Saputra,Medan,New,2022-06-10,customer102@email.com
CST0103,Rina Hidayat,Jakarta,Wholesale,2022-10-26,customer103@email.com
CST0104,Fitri Wijaya,Jakarta,VIP,2023-04-10,customer104@email.com
CST0105,Fitri Hakim,Surabaya,VIP,2022-07-22,customer105@email.com
CST0106,Dewi Saputra,Palembang,Regular,2022-06-02,customer106@email.com
CST0107,Rizky Rahayu,Semarang,New,2022-06-19,customer107@email.com
CST0108,Indah Anggraini,Semarang,VIP,2023-03-26,customer108@email.com
CST0109,Hendra Anggraini,Surabaya,VIP,2023-02-17,customer109@email.com
CST0110,Joko Saputra,Semarang,Wholesale,2023-03-25,customer110@email.com
CST0111,Indah Santoso,Surabaya,Wholesale,2022-11-27,customer111@email.com
CST0112,Dimas Santoso,Bogor,New,2022-08-23,customer112@email.com
CST0113,Bagus Santoso,Bogor,VIP,2023-08-14,customer113@email.com
CST0114,Nurul Hidayat,Jakarta,Wholesale,2022-10-12,customer114@email.com
CST0115,Bagus Purnama,Bandung,Wholesale,2022-04-04,customer115@email.com
CST0116,Maya Purnama,Tangerang,VIP,2022-11-25,customer116@email.com
CST0117,Nurul Kusuma,Surabaya,Wholesale,2023-05-23,customer117@email.com
CST0118,Fajar Permata,Semarang,New,2023-04-11,customer118@email.com
CST0119,Rendi Wijaya,Surabaya,VIP,2022-04-29,customer119@email.com
CST0120,Joko Permata,Palembang,New,2023-07-10,customer120@email.com
CST0121,Rina Santoso,Tangerang,Regular,2023-06-15,customer121@email.com
CST0122,Indah Firmansyah,Makassar,Wholesale,2023-03-29,customer122@email.com
CST0123,Andi Wijaya,Jakarta,Regular,2022-10-22,customer123@email.com
CST0124,Wati Rahayu,Tangerang,New,2022-09-03,customer124@email.com
CST0125,Ayu Saputra,Bandung,New,2023-07-20,customer125@email.com
CST0126,Ahmad Sari,Palembang,New,2023-04-18,customer126@email.com
CST0127,Rizky Hidayat,Surabaya,VIP,2023-06-06,customer127@email.com
CST0128,Rina Permata,Semarang,Wholesale,2023-04-29,customer128@email.com
CST0129,Hendra Saputra,Medan,Regular,2023-01-28,customer129@email.com
CST0130,Indah Saputra,Medan,Regular,2022-03-13,customer130@email.com
CST0131,Rina Kusuma,Semarang,VIP,2022-01-03,customer131@email.com
CST0132,Ayu Permata,Semarang,Wholesale,2022-06-02,customer132@email.com
CST0133,Lestari Hidayat,Tangerang,VIP,2022-12-07,customer133@email.com
CST0134,Lestari Purnama,Depok,Wholesale,2022-11-26,customer134@email.com
CST0135,Fitri Wulandari,Medan,Wholesale,2022-08-28,customer135@email.com
CST0136,Siti Kusuma,Palembang,Wholesale,2023-01-26,customer136@email.com
CST0137,Rizky Hidayat,Palembang,New,2022-05-10,customer137@email.com
CST0138,Bagus Kusuma,Depok,New,2023-03-27,customer138@email.com
CST0139,Joko Hakim,Surabaya,Wholesale,2022-01-16,customer139@email.com
CST0140,Rina Permata,Bandung,Regular,2022-03-18,customer140@email.com
CST0141,Dimas Kusuma,Tangerang,Wholesale,2022-03-24,customer141@email.com
CST0142,Lestari Purnama,Makassar,VIP,2023-05-15,customer142@email.com
CST0143,Siti Wulandari,Depok,New,2022-08-29,customer143@email.com
CST0144,Fitri Anggraini,Semarang,New,2023-03-21,customer144@email.com
CST0145,Dewi Hidayat,Surabaya,Regular,2022-11-03,customer145@email.com
CST0146,Siti Kusuma,Jakarta,New,2022-10-28,customer146@email.com
CST0147,Maya Purnama,Makassar,Regular,2022-09-08,customer147@email.com
CST0148,Rina Wulandari,Depok,Regular,2022-06-24,customer148@email.com
CST0149,Ahmad Wulandari,Bandung,Wholesale,2022-09-04,customer149@email.com
CST0150,Bagus Pratama,Tangerang,Regular,2023-04-18,customer150@email.com
CST0151,Hendra Wijaya,Semarang,New,2023-04-22,customer151@email.com
CST0152,Lestari Pratama,Semarang,New,2023-03-29,customer152@email.com
CST0153,Bagus Wijaya,Makassar,Wholesale,2022-09-14,customer153@email.com
CST0154,Ayu Sari,Tangerang,Wholesale,2023-05-10,customer154@email.com
CST0155,Fitri Purnama,Surabaya,VIP,2023-08-12,customer155@email.com
CST0156,Ayu Santoso,Semarang,Wholesale,2022-10-09,customer156@email.com
CST0157,Bagus Permata,Jakarta,New,2023-05-24,customer157@email.com
CST0158,Fitri Wulandari,Semarang,VIP,2022-08-13,customer158@email.com
CST0159,Indah Wijaya,Medan,Regular,2022-04-10,customer159@email.com
CST0160,Ayu Firmansyah,Jakarta,Wholesale,2022-02-04,customer160@email.com
CST0161,Maya Anggraini,Bogor,Regular,2022-04-03,customer161@email.com
CST0162,Rendi Anggraini,Semarang,Wholesale,2022-06-29,customer162@email.com
CST0163,Rizky Firmansyah,Medan,VIP,2023-06-28,customer163@email.com
CST0164,Dimas Permata,Depok,Regular,2022-09-21,customer164@email.com
CST0165,Ayu Anggraini,Tangerang,VIP,2022-04-28,customer165@email.com
CST0166,Ahmad Pratama,Tangerang,Regular,2023-02-11,customer166@email.com
CST0167,Maya Rahayu,Depok,Wholesale,2022-01-15,customer167@email.com
CST0168,Lestari Rahayu,Semarang,Wholesale,2023-01-13,customer168@email.com
CST0169,Bagus Purnama,Semarang,VIP,2022-04-21,customer169@email.com
CST0170,Wati Santoso,Medan,VIP,2022-08-15,customer170@email.com
CST0171,Hendra Hakim,Surabaya,VIP,2023-02-23,customer171@email.com
CST0172,Rizky Santoso,Surabaya,New,2022-11-08,customer172@email.com
CST0173,Dewi Rahayu,Tangerang,Regular,2023-07-05,customer173@email.com
CST0174,Fajar Hidayat,Bandung,VIP,2023-07-08,customer174@email.com
CST0175,Bagus Anggraini,Palembang,Regular,2023-03-01,customer175@email.com
CST0176,Wati Wulandari,Surabaya,Wholesale,2022-10-14,customer176@email.com
CST0177,Maya Sari,Jakarta,Wholesale,2023-04-01,customer177@email.com
CST0178,Maya Rahayu,Medan,VIP,2023-07-12,customer178@email.com
CST0179,Siti Purnama,Makassar,VIP,2022-07-14,customer179@email.com
CST0180,Hendra Rahayu,Surabaya,Regular,2022-01-22,customer180@email.com
CST0181,Rendi Sari,Jakarta,Regular,2023-08-02,customer181@email.com
CST0182,Ahmad Permata,Medan,Regular,2023-08-24,customer182@email.com
CST0183,Fitri Kusuma,Medan,Regular,2022-01-03,customer183@email.com
CST0184,Rizky Pratama,Semarang,VIP,2022-06-28,customer184@email.com
CST0185,Budi Pratama,Surabaya,New,2023-01-02,customer185@email.com
CST0186,Bagus Kusuma,Medan,New,2022-06-28,customer186@email.com
CST0187,Siti Pratama,Semarang,Wholesale,2023-06-23,customer187@email.com
CST0188,Ahmad Hidayat,Surabaya,Wholesale,2023-01-06,customer188@email.com
CST0189,Bagus Rahayu,Depok,Wholesale,2023-05-31,customer189@email.com
CST0190,Indah Santoso,Medan,VIP,2023-04-15,customer190@email.com
CST0191,Siti Hidayat,Jakarta,Wholesale,2023-03-13,customer191@email.com
CST0192,Wati Anggraini,Surabaya,Wholesale,2022-03-17,customer192@email.com
CST0193,Rendi Wulandari,Surabaya,Regular,2022-03-09,customer193@email.com
CST0194,Dimas Wulandari,Bandung,VIP,2023-01-26,customer194@email.com
CST0195,Joko Wijaya,Bogor,Wholesale,2023-06-02,customer195@email.com
CST0196,Rina Rahayu,Bogor,New,2023-07-19,customer196@email.com
CST0197,Rina Hidayat,Medan,Regular,2023-02-28,customer197@email.com
CST0198,Hendra Purnama,Makassar,Wholesale,2022-04-08,customer198@email.com
CST0199,Rina Kusuma,Makassar,VIP,2023-01-19,customer199@email.com
CST0200,Wati Rahayu,Bandung,New,2022-03-29,customer200@email.com
CST0201,Rina Rahayu,Surabaya,VIP,2022-05-14,customer201@email.com
CST0202,Siti Wulandari,Depok,VIP,2022-05-06,customer202@email.com
CST0203,Maya Permata,Palembang,Wholesale,2022-02-22,customer203@email.com
CST0204,Indah Wijaya,Semarang,VIP,2022-04-17,customer204@email.com
CST0205,Joko Sari,Bogor,Regular,2023-05-09,customer205@email.com
CST0206,Dewi Kusuma,Medan,VIP,2022-04-28,customer206@email.com
CST0207,Bagus Sari,Semarang,Wholesale,2023-07-29,customer207@email.com
CST0208,Indah Nugroho,Bogor,New,2022-10-01,customer208@email.com
CST0209,Nurul Wijaya,Jakarta,VIP,2022-12-14,customer209@email.com
CST0210,Budi Pratama,Makassar,Regular,2023-08-03,customer210@email.com
CST0211,Ahmad Pratama,Palembang,New,2022-04-04,customer211@email.com
CST0212,Andi Purnama,Depok,Wholesale,2023-04-10,customer212@email.com
CST0213,Nurul Kusuma,Makassar,VIP,2022-11-29,customer213@email.com
CST0214,Indah Rahayu,Bogor,New,2022-06-09,customer214@email.com
CST0215,Indah Santoso,Bandung,New,2022-10-06,customer215@email.com
CST0216,Rina Hidayat,Tangerang,Wholesale,2023-03-01,customer216@email.com
CST0217,Andi Firmansyah,Semarang,New,2022-12-20,customer217@email.com
CST0218,Dewi Wijaya,Palembang,Wholesale,2023-06-24,customer218@email.com
CST0219,Siti Sari,Semarang,Wholesale,2022-02-26,customer219@email.com
CST0220,Andi Wijaya,Jakarta,Regular,2022-05-21,customer220@email.com
CST0221,Ayu Kusuma,Semarang,New,2022-01-08,customer221@email.com
CST0222,Rina Pratama,Tangerang,Regular,2023-01-25,customer222@email.com
CST0223,Fitri Saputra,Depok,VIP,2022-03-15,customer223@email.com
CST0224,Siti Purnama,Palembang,New,2023-04-16,customer224@email.com
CST0225,Rendi Wulandari,Surabaya,Wholesale,2023-08-11,customer225@email.com
CST0226,Rina Wijaya,Palembang,New,2023-02-19,customer226@email.com
CST0227,Rendi Pratama,Jakarta,Wholesale,2023-01-06,customer227@email.com
CST0228,Rina Permata,Surabaya,New,2022-09-07,customer228@email.com
CST0229,Bagus Purnama,Palembang,New,2023-02-10,customer229@email.com
CST0230,Rendi Sari,Semarang,VIP,2022-06-22,customer230@email.com
CST0231,Joko Nugroho,Surabaya,New,2023-06-28,customer231@email.com
CST0232,Andi Hakim,Depok,VIP,2022-12-26,customer232@email.com
CST0233,Fitri Rahayu,Bandung,Regular,2022-09-20,customer233@email.com
CST0234,Nurul Wulandari,Medan,Regular,2022-03-19,customer234@email.com
CST0235,Wati Hidayat,Bandung,Wholesale,2023-08-02,customer235@email.com
CST0236,Rendi Permata,Bogor,VIP,2022-06-04,customer236@email.com
CST0237,Ahmad Hidayat,Tangerang,Wholesale,2022-11-07,customer237@email.com
CST0238,Bagus Santoso,Semarang,VIP,2023-06-04,customer238@email.com
CST0239,Ayu Hidayat,Surabaya,Wholesale,2022-02-08,customer239@email.com
CST0240,Maya Permata,Jakarta,VIP,2022-03-20,customer240@email.com
CST0241,Indah Wulandari,Surabaya,Wholesale,2023-04-19,customer241@email.com
CST0242,Lestari Firmansyah,Bogor,New,2023-04-06,customer242@email.com
CST0243,Andi Kusuma,Bogor,Wholesale,2023-05-29,customer243@email.com
CST0244,Siti Hidayat,Bandung,New,2022-12-18,customer244@email.com
CST0245,Joko Nugroho,Surabaya,Regular,2022-02-10,customer245@email.com
CST0246,Hendra Hidayat,Medan,Regular,2023-01-08,customer246@email.com
CST0247,Ayu Purnama,Makassar,Wholesale,2022-12-13,customer247@email.com
CST0248,Siti Firmansyah,Bogor,VIP,2022-03-09,customer248@email.com
CST0249,Dewi Saputra,Makassar,Wholesale,2022-10-18,customer249@email.com
CST0250,Indah Permata,Semarang,Regular,2022-12-08,customer250@email.com
CST0251,Bagus Nugroho,Surabaya,Regular,2022-12-25,customer251@email.com
CST0252,Fajar Pratama,Semarang,New,2022-11-14,customer252@email.com
CST0253,Fajar Nugroho,Depok,VIP,2022-05-11,customer253@email.com
CST0254,Ahmad Nugroho,Depok,Wholesale,2023-06-05,customer254@email.com
CST0255,Budi Kusuma,Makassar,VIP,2022-07-04,customer255@email.com
CST0256,Rendi Firmansyah,Medan,Wholesale,2022-07-16,customer256@email.com
CST0257,Rizky Pratama,Medan,New,2022-10-30,customer257@email.com
CST0258,Joko Firmansyah,Surabaya,New,2022-12-11,customer258@email.com
CST0259,Rizky Wulandari,Bogor,Wholesale,2022-06-07,customer259@email.com
CST0260,Nurul Permata,Bandung,Regular,2023-03-25,customer260@email.com
CST0261,Rina Kusuma,Jakarta,Regular,2023-03-31,customer261@email.com
CST0262,Ayu Firmansyah,Bogor,Wholesale,2022-08-28,customer262@email.com
CST0263,Fitri Wijaya,Depok,Wholesale,2022-07-18,customer263@email.com
CST0264,Bagus Hidayat,Makassar,Wholesale,2022-10-16,customer264@email.com
CST0265,Joko Saputra,Palembang,Wholesale,2022-06-15,customer265@email.com
CST0266,Indah Pratama,Medan,VIP,2022-02-23,customer266@email.com
CST0267,Maya Saputra,Tangerang,New,2023-06-13,customer267@email.com
CST0268,Ayu Rahayu,Surabaya,Regular,2022-10-07,customer268@email.com
CST0269,Joko Pratama,Tangerang,Wholesale,2022-04-04,customer269@email.com
CST0270,Hendra Hakim,Medan,VIP,2022-01-28,customer270@email.com
CST0271,Siti Purnama,Palembang,VIP,2022-08-30,customer271@email.com
CST0272,Ahmad Kusuma,Palembang,Regular,2022-01-29,customer272@email.com
CST0273,Dewi Permata,Makassar,VIP,2022-05-30,customer273@email.com
CST0274,Siti Wijaya,Bandung,Wholesale,2022-05-23,customer274@email.com
CST0275,Hendra Wulandari,Tangerang,New,2022-03-23,customer275@email.com
CST0276,Dimas Sari,Jakarta,Regular,2023-07-16,customer276@email.com
CST0277,Joko Purnama,Bogor,New,2022-10-23,customer277@email.com
CST0278,Ayu Rahayu,Medan,New,2022-09-02,customer278@email.com
CST0279,Indah Hidayat,Palembang,New,2022-04-24,customer279@email.com
CST0280,Indah Saputra,Tangerang,New,2023-06-12,customer280@email.com
CST0281,Fitri Anggraini,Bogor,Regular,2022-10-26,customer281@email.com
CST0282,Budi Wulandari,Palembang,VIP,2022-09-04,customer282@email.com
CST0283,Rina Pratama,Bogor,New,2023-06-21,customer283@email.com
CST0284,Ahmad Saputra,Makassar,New,2023-02-04,customer284@email.com
CST0285,Siti Nugroho,Tangerang,Wholesale,2023-01-18,customer285@email.com
CST0286,Budi Kusuma,Semarang,New,2022-12-20,customer286@email.com
CST0287,Dewi Firmansyah,Medan,VIP,2022-05-17,customer287@email.com
CST0288,Maya Saputra,Jakarta,VIP,2022-06-29,customer288@email.com
CST0289,Wati Nugroho,Tangerang,Regular,2022-05-19,customer289@email.com
CST0290,Hendra Santoso,Surabaya,VIP,2022-07-26,customer290@email.com
CST0291,Andi Hakim,Jakarta,New,2022-11-20,customer291@email.com
CST0292,Joko Purnama,Semarang,Wholesale,2022-09-17,customer292@email.com
CST0293,Andi Wijaya,Jakarta,VIP,2022-02-18,customer293@email.com
CST0294,Dimas Rahayu,Makassar,VIP,2023-03-24,customer294@email.com
CST0295,Hendra Hakim,Palembang,Wholesale,2022-12-14,customer295@email.com
CST0296,Wati Anggraini,Bandung,Wholesale,2023-01-12,customer296@email.com
CST0297,Dimas Firmansyah,Depok,New,2023-03-11,customer297@email.com
CST0298,Rina Wulandari,Surabaya,Regular,2023-07-13,customer298@email.com
CST0299,Rendi Rahayu,Semarang,New,2022-12-02,customer299@email.com
CST0300,Ayu Hidayat,Semarang,Wholesale,2022-06-20,customer300@email.com
CST0301,Maya Hidayat,Tangerang,New,2022-12-28,customer301@email.com
CST0302,Rina Wijaya,Bogor,New,2022-03-18,customer302@email.com
CST0303,Maya Saputra,Palembang,Regular,2022-02-01,customer303@email.com
CST0304,Indah Nugroho,Bandung,Wholesale,2022-02-05,customer304@email.com
CST0305,Ahmad Sari,Bandung,VIP,2023-01-06,customer305@email.com
CST0306,Bagus Santoso,Palembang,Regular,2023-04-06,customer306@email.com
CST0307,Maya Hidayat,Makassar,New,2023-08-11,customer307@email.com
CST0308,Joko Kusuma,Bandung,Wholesale,2022-11-18,customer308@email.com
CST0309,Fitri Rahayu,Semarang,New,2022-07-10,customer309@email.com
CST0310,Joko Purnama,Tangerang,New,2022-09-26,customer310@email.com
CST0311,Hendra Sari,Semarang,VIP,2023-05-18,customer311@email.com
CST0312,Dewi Pratama,Medan,New,2023-04-08,customer312@email.com
CST0313,Hendra Rahayu,Bandung,VIP,2022-12-22,customer313@email.com
CST0314,Lestari Saputra,Surabaya,VIP,2022-11-04,customer314@email.com
CST0315,Nurul Firmansyah,Bandung,VIP,2023-06-05,customer315@email.com
CST0316,Dewi Sari,Medan,Regular,2022-08-31,customer316@email.com
CST0317,Budi Kusuma,Tangerang,VIP,2023-04-24,customer317@email.com
CST0318,Rizky Wulandari,Depok,New,2022-03-09,customer318@email.com
CST0319,Fajar Anggraini,Semarang,Wholesale,2023-06-23,customer319@email.com
CST0320,Rina Permata,Palembang,New,2022-05-09,customer320@email.com
CST0321,Ahmad Hidayat,Makassar,Wholesale,2023-06-14,customer321@email.com
CST0322,Rizky Hakim,Makassar,Regular,2022-05-13,customer322@email.com
CST0323,Joko Hakim,Palembang,New,2022-05-08,customer323@email.com
CST0324,Rizky Wijaya,Depok,Regular,2022-06-15,customer324@email.com
CST0325,Fitri Kusuma,Makassar,VIP,2022-03-22,customer325@email.com
CST0326,Andi Nugroho,Semarang,VIP,2022-05-09,customer326@email.com
CST0327,Indah Saputra,Semarang,New,2023-05-30,customer327@email.com
CST0328,Bagus Wulandari,Bandung,Regular,2022-06-25,customer328@email.com
CST0329,Indah Kusuma,Bogor,New,2022-01-30,customer329@email.com
CST0330,Siti Nugroho,Surabaya,VIP,2022-08-04,customer330@email.com
CST0331,Rina Wulandari,Bogor,New,2023-05-25,customer331@email.com
CST0332,Ayu Nugroho,Depok,VIP,2023-05-10,customer332@email.com
CST0333,Fajar Wijaya,Medan,Wholesale,2022-03-16,customer333@email.com
CST0334,Nurul Hidayat,Jakarta,Wholesale,2023-05-11,customer334@email.com
CST0335,Andi Kusuma,Tangerang,Regular,2022-11-17,customer335@email.com
CST0336,Maya Purnama,Makassar,Regular,2023-01-15,customer336@email.com
CST0337,Lestari Rahayu,Depok,VIP,2022-09-05,customer337@email.com
CST0338,Dewi Wijaya,Tangerang,Wholesale,2022-09-11,customer338@email.com
CST0339,Dewi Santoso,Bandung,VIP,2023-01-29,customer339@email.com
CST0340,Rina Sari,Bogor,Regular,2022-12-02,customer340@email.com
CST0341,Rendi Sari,Bogor,Regular,2023-05-26,customer341@email.com
CST0342,Hendra Hidayat,Depok,VIP,2023-05-25,customer342@email.com
CST0343,Ahmad Purnama,Jakarta,Wholesale,2022-09-04,customer343@email.com
CST0344,Bagus Kusuma,Medan,New,2022-02-21,customer344@email.com
CST0345,Wati Wulandari,Semarang,Wholesale,2022-10-20,customer345@email.com
CST0346,Budi Permata,Depok,New,2023-03-18,customer346@email.com
CST0347,Dimas Anggraini,Bandung,VIP,2023-02-17,customer347@email.com
CST0348,Siti Purnama,Makassar,New,2023-08-07,customer348@email.com
CST0349,Andi Kusuma,Depok,VIP,2022-03-17,customer349@email.com
CST0350,Joko Hidayat,Palembang,VIP,2022-05-02,customer350@email.com
CST0351,Dewi Purnama,Bandung,VIP,2022-12-14,customer351@email.com
CST0352,Maya Firmansyah,Depok,Regular,2022-07-23,customer352@email.com
CST0353,Joko Purnama,Bogor,New,2022-02-16,customer353@email.com
CST0354,Rizky Anggraini,Jakarta,VIP,2023-05-01,customer354@email.com
CST0355,Hendra Pratama,Depok,Regular,2022-12-02,customer355@email.com
CST0356,Rendi Pratama,Bogor,Wholesale,2022-11-03,customer356@email.com
CST0357,Rendi Saputra,Bogor,Wholesale,2023-07-31,customer357@email.com
CST0358,Wati Permata,Semarang,New,2023-01-13,customer358@email.com
CST0359,Dewi Purnama,Makassar,VIP,2022-01-28,customer359@email.com
CST0360,Wati Wijaya,Bogor,Regular,2022-02-22,customer360@email.com
CST0361,Wati Pratama,Bogor,Wholesale,2022-06-01,customer361@email.com
CST0362,Siti Wulandari,Medan,New,2022-07-15,customer362@email.com
CST0363,Hendra Kusuma,Jakarta,Wholesale,2022-06-05,customer363@email.com
CST0364,Andi Purnama,Palembang,Wholesale,2022-03-05,customer364@email.com
